WarehouseCode,ProductKey,DateValue,WIPQty,DressMass,WIPMass
I92,BK53975A,2023-12-31,2.0,1602.0,3.204
I92,BK53975A,2023-12-31,6.0,1602.0,9.612
I92,BK53975A,2023-12-31,9.0,1602.0,14.418
I92,BK53975A,2023-12-31,1.0,1602.0,1.602
I92,BK57436A,2023-12-31,10.0,3725.0,37.25
I92,BK57436B,2023-12-31,1.0,3516.0,3.516
I92,BK57435B,2023-12-31,1.0,3460.0,3.46
I92,BK57435B,2023-12-31,11.0,3460.0,38.06
I92,10E10-BALL,2023-12-31,1.0,1450.0,1.45
I92,10E10-BALL,2023-12-31,8.0,1450.0,11.6
I92,10E10-BALL,2023-12-31,1.0,1450.0,1.45
I92,10E10-BALL,2023-12-31,7.0,1450.0,10.15
I92,10E10-BALL,2023-12-31,13.0,1450.0,18.85
I92,10E10-BALL,2023-12-31,1.0,1450.0,1.45
I92,10E10-BALL,2023-12-31,1.0,1450.0,1.45
I92,10E10-BALL,2023-12-31,8.0,1450.0,11.6
I92,10E10-BALL,2023-12-31,1.0,1450.0,1.45
I92,BK57594A,2023-12-31,1.0,4391.0,4.391
I92,BK57594A,2023-12-31,12.0,4391.0,52.692
I92,BK57594A,2023-12-31,2.0,4391.0,8.782
I92,BK57594A,2023-12-31,21.0,4391.0,92.211
I92,BK57592A,2023-12-31,8.0,6110.0,48.88
I92,BK57592A,2023-12-31,4.0,6110.0,24.44
I92,BK57592A,2023-12-31,3.0,6110.0,18.33
I92,BK57592A,2023-12-31,2.0,6110.0,12.22
I92,BK58182A,2023-12-31,4.0,2611.0,10.444
I92,BK58182A,2023-12-31,6.0,2611.0,15.666
I92,BK58182A,2023-12-31,4.0,2611.0,10.444
I92,BK58214A,2023-12-31,1.0,1474.0,1.474
I92,BK58214A,2023-12-31,42.0,1474.0,61.908
I92,BK58214A,2023-12-31,17.0,1474.0,25.058
I92,BK58215A,2023-12-31,14.0,1480.0,20.72
I92,BK58215A,2023-12-31,4.0,1480.0,5.92
I92,BK58215A,2023-12-31,2.0,1480.0,2.96
I92,BK56109A,2023-12-31,6.0,2642.0,15.852
I92,BK56109A,2023-12-31,2.0,2642.0,5.284
I92,BK56109A,2023-12-31,14.0,2642.0,36.988
I92,BK56109A,2023-12-31,3.0,2642.0,7.926
I92,BK58098A,2023-12-31,6.0,1760.0,10.56
I92,BK58098A,2023-12-31,2.0,1760.0,3.52
I92,BK58662,2023-12-31,2.0,1591.0,3.182
I92,BK58662,2023-12-31,2.0,1591.0,3.182
I92,BK59040A,2023-12-31,10.0,1717.0,17.17
I92,BK59040A,2023-12-31,34.0,1717.0,58.378
I92,BK59040A,2023-12-31,2.0,1717.0,3.434
I92,BK59040A,2023-12-31,4.0,1717.0,6.868
I92,BK59041A,2023-12-31,1.0,1973.0,1.973
I92,BK59041A,2023-12-31,4.0,1973.0,7.892
I92,BK59041A,2023-12-31,2.0,1973.0,3.946
I92,BK59041A,2023-12-31,10.0,1973.0,19.73
I92,BK59041A,2023-12-31,1.0,1973.0,1.973
I92,BK59042A,2023-12-31,18.0,2269.0,40.842
I92,BK59042A,2023-12-31,10.0,2269.0,22.69
I92,BK59042A,2023-12-31,20.0,2269.0,45.38
I92,BK59042A,2023-12-31,2.0,2269.0,4.538
I92,1980-306-01B,2023-12-31,3.0,4854.0,14.562
I92,1980-306-01B,2023-12-31,6.0,4854.0,29.124
I92,1980-306-01B,2023-12-31,9.0,4854.0,43.686
I92,1980-106-01B,2023-12-31,1.0,5162.0,5.162
I92,1980-106-01B,2023-12-31,5.0,5162.0,25.81
I92,1990-305-01C,2023-12-31,1.0,2676.0,2.676
I92,1990-305-01C,2023-12-31,6.0,2676.0,16.056
I92,1990-305-01C,2023-12-31,3.0,2676.0,8.028
I92,BK57598C,2023-12-31,16.0,7120.0,113.92
I92,2043-102-01C,2023-12-31,8.0,1936.0,15.488
I92,2043-102-01C,2023-12-31,1.0,1936.0,1.936
I92,2043-102-01C,2023-12-31,1.0,1936.0,1.936
I92,BK001492A,2023-12-31,1.0,1312.0,1.312
I92,BK001492C,2023-12-31,1.0,1356.0,1.356
I92,BK001492D,2023-12-31,1.0,1372.0,1.372
I92,BK001492D,2023-12-31,1.0,1372.0,1.372
I92,BK001492B,2023-12-31,1.0,1542.0,1.542
I92,BK001492B,2023-12-31,1.0,1542.0,1.542
M61,17-400-559-001,2023-12-31,2.0,290.0,0.58
M61,17-400-555-001,2023-12-31,2.0,273.0,0.546
M61,BK56986A,2023-12-31,2.0,1685.0,3.37
M61,BK56986A,2023-12-31,2.0,1685.0,3.37
M61,BK56379A,2023-12-31,5.0,1072.0,5.36
M61,BK56379A,2023-12-31,2.0,1072.0,2.144
M61,BK56379A,2023-12-31,3.0,1072.0,3.216
M61,BK51429A,2023-12-31,1.0,630.0,0.63
M61,BK51430A,2023-12-31,1.0,579.0,0.579
M61,BK57212B,2023-12-31,11.0,2220.0,24.42
M61,BK57212B,2023-12-31,3.0,2220.0,6.66
M61,BK57212B,2023-12-31,19.0,2220.0,42.18
M61,BK57247A,2023-12-31,4.0,2294.0,9.176
M61,BK57247A,2023-12-31,1.0,2294.0,2.294
M61,BK57247A,2023-12-31,7.0,2294.0,16.058
M61,BK54662A,2023-12-31,1.0,2340.0,2.34
M61,BK53176A,2023-12-31,4.0,424.1,1.6964
M61,BK53176A,2023-12-31,7.0,424.1,2.9687
M61,BK53176A,2023-12-31,1.0,424.1,0.4241
M61,BK55714A,2023-12-31,4.0,198.0,0.792
M61,BK55714A,2023-12-31,10.0,198.0,1.98
M61,BK53174B,2023-12-31,8.0,285.1,2.2808
M61,BK53174B,2023-12-31,4.0,285.1,1.1404
M61,BK53031A,2023-12-31,6.0,445.0,2.67
M61,RK314LH,2023-12-31,1.0,160.0,0.16
M61,BK56207A,2023-12-31,1.0,670.0,0.67
M61,BK50264,2023-12-31,2.0,725.0,1.45
M61,BK50264,2023-12-31,2.0,725.0,1.45
M61,BK001486A,2023-12-31,1.0,824.0,0.824
M61,BK001487A,2023-12-31,1.0,889.0,0.889
12A,OH2500FI1340-2KB,2024-01-31,5.0,1265.0,6.325
12A,DP2800XS56-1A,2024-01-31,1.0,1195.0,1.195
12A,DP2800XS56-1A,2024-01-31,17.0,1195.0,20.315
12A,DP2800XS56-1A,2024-01-31,5.0,1195.0,5.975
12A,DP2800XS56-1A,2024-01-31,3.0,1195.0,3.585
12A,DP2800XS56-1A,2024-01-31,1.0,1195.0,1.195
12A,DP2800XS56-1A,2024-01-31,38.0,1195.0,45.41
12A,DP2800XS56-1A,2024-01-31,17.0,1195.0,20.315
12A,OP4100XSFI1720-1K,2024-01-31,2.0,5495.0,10.99
12A,DP4100DT8-1,2024-01-31,1.0,4315.0,4.315
12A,DP4100DT8-1,2024-01-31,1.0,4315.0,4.315
12A,DP4100DT8-1,2024-01-31,3.0,4315.0,12.945
12A,DELB140X490-1B,2024-01-31,10.0,200.0,2.0
12A,DELB140X490-1B,2024-01-31,4.0,200.0,0.8
12A,PA10P12H,2024-01-31,2.0,174.0,0.348
12A,DELCB30-3B,2024-01-31,17.0,281.0,4.777
12A,DELCB30-3B,2024-01-31,8.0,281.0,2.248
12A,EK170S1200-1A,2024-01-31,45.0,529.0,23.805
12A,EK170S1200-1A,2024-01-31,12.0,529.0,6.348
12A,EK170S1200-1A,2024-01-31,27.0,529.0,14.283
12A,OU5500DT14-1K,2024-01-31,2.0,4853.0,9.706
12A,OU5500DT14-1K,2024-01-31,1.0,4853.0,4.853
12A,OU5500DT14-1K,2024-01-31,1.0,4853.0,4.853
12A,DP4100XS87-4A,2024-01-31,2.0,1830.0,3.66
12A,DP4100XS87-4A,2024-01-31,1.0,1830.0,1.83
12A,P2P22XALB,2024-01-31,211.0,116.0,24.476
12A,P2P22XALB,2024-01-31,36.0,116.0,4.176
12A,P2P22XALB,2024-01-31,25.0,116.0,2.9
12A,DP4100XFI1720-1K,2024-01-31,2.0,4892.0,9.784
12A,DELB140X465-3,2024-01-31,4.0,171.0,0.684
12A,DELB140X465-3,2024-01-31,8.0,171.0,1.368
12A,DP2800XDT8-2K,2024-01-31,4.0,3480.0,13.92
12A,DELP10-4,2024-01-31,2.0,144.0,0.288
12A,A267RK,2024-01-31,48.0,148.0,7.104
12A,A267RK,2024-01-31,4.0,148.0,0.592
12A,A267RK,2024-01-31,164.0,148.0,24.272
12A,A267RK,2024-01-31,6.0,148.0,0.888
12A,A267RK,2024-01-31,6.0,148.0,0.888
12A,DELB140X390-2RA,2024-01-31,1.0,139.0,0.139
12A,A351R2C,2024-01-31,25.0,210.0,5.25
12A,A351R2C,2024-01-31,138.0,210.0,28.98
12A,A351R2C,2024-01-31,81.0,210.0,17.01
12A,DP4100XSLC1750-1K,2024-01-31,1.0,382.5,0.3825
12A,DP4100XSLC1750-1K,2024-01-31,1.0,382.5,0.3825
12A,DP4100XSLC1750-1K,2024-01-31,5.0,382.5,1.9125
12A,P2P22XA,2024-01-31,50.0,99.0,4.95
12A,P2P22XA,2024-01-31,6.0,99.0,0.594
12A,P2P22XA,2024-01-31,144.0,99.0,14.256
12A,PPS10AXH,2024-01-31,48.0,145.0,6.96
12A,PPS10AXH,2024-01-31,96.0,145.0,13.92
12A,PPS10AXH,2024-01-31,1.0,145.0,0.145
12A,PPS10AXH,2024-01-31,156.0,145.0,22.62
12A,OU5500FI1780-2A,2024-01-31,2.0,3390.0,6.78
12A,DP4100XDT8-2K,2024-01-31,1.0,4796.0,4.796
12A,DP4100XDT8-2K,2024-01-31,3.0,4796.0,14.388
12A,DP4100XDT8-2K,2024-01-31,1.0,4796.0,4.796
12A,DP4100XDT8-2K,2024-01-31,1.0,4796.0,4.796
12A,P2P22PTL,2024-01-31,1.0,94.0,0.094
12A,P2P22PTL,2024-01-31,12.0,94.0,1.128
12A,DH2500DT11-1,2024-01-31,6.0,1542.0,9.252
12A,DELC30-25C,2024-01-31,2.0,401.0,0.802
12A,PA10-T2,2024-01-31,4.0,285.0,1.14
12A,OU5500FI1780-2AB,2024-01-31,2.0,3390.0,6.78
12A,OH5500S1350-1A,2024-01-31,1.0,930.0,0.93
12A,DH2500DT11-1K,2024-01-31,3.0,1542.0,4.626
12A,BC6090DTW13-1K,2024-01-31,1.0,6973.0,6.973
12A,T810EP,2024-01-31,48.0,82.0,3.936
12A,T810EP,2024-01-31,228.0,82.0,18.696
12A,OH2500S1008-1A,2024-01-31,1.0,357.0,0.357
12A,OC7495FI1620-1K,2024-01-31,2.0,3833.0,7.666
12A,DC7495DT9-1,2024-01-31,1.0,3518.0,3.518
12A,DH3600DT11-1K,2024-01-31,1.0,1993.0,1.993
12A,BK56031B,2024-01-31,10.0,716.0,7.16
12A,BK56031B,2024-01-31,14.0,716.0,10.024
12A,BK56036A,2024-01-31,1.0,1355.0,1.355
12A,BK56036A,2024-01-31,13.0,1355.0,17.615
12A,BK56036A,2024-01-31,10.0,1355.0,13.55
12A,BK56031A,2024-01-31,3.0,698.0,2.094
12A,BK56031A,2024-01-31,7.0,698.0,4.886
12A,BK56032B,2024-01-31,1.0,1049.0,1.049
12A,BK56032B,2024-01-31,1.0,1049.0,1.049
12A,BK56032A,2024-01-31,2.0,1158.0,2.316
12A,BK56032A,2024-01-31,12.0,1158.0,13.896
12A,BK52127A,2024-01-31,2.0,1100.0,2.2
12A,BK52127A,2024-01-31,14.0,1100.0,15.4
12A,BK52127A,2024-01-31,7.0,1100.0,7.7
12A,BK57306A,2024-01-31,10.0,1138.0,11.38
12A,BK57306A,2024-01-31,2.0,1138.0,2.276
12A,YA00030006C001,2024-01-31,34.0,825.0,28.05
12A,YA00030006C001,2024-01-31,16.0,825.0,13.2
12A,YA00030006C001,2024-01-31,2.0,825.0,1.65
12A,YA00030006C001,2024-01-31,14.0,825.0,11.55
12A,YA00030006C001,2024-01-31,34.0,825.0,28.05
12A,YA00030006C001,2024-01-31,6.0,825.0,4.95
12A,YA00030006C001,2024-01-31,1.0,825.0,0.825
12A,YA00030006C001,2024-01-31,98.0,825.0,80.85
12A,YA00030006C001,2024-01-31,5.0,825.0,4.125
12A,YA00030006C001,2024-01-31,19.0,825.0,15.675
12A,PPS9BHPA-3,2024-01-31,276.0,100.0,27.6
12A,PPS9BHPA-3,2024-01-31,123.0,100.0,12.3
12A,PPS9BHPA-3,2024-01-31,108.0,100.0,10.8
12A,PPS9BHPA-3,2024-01-31,69.0,100.0,6.9
12A,OH3600S1270-1A,2024-01-31,3.0,550.0,1.65
12A,DP4100XSLC1720-1K,2024-01-31,2.0,401.0,0.802
12A,DEWB120X760-1A,2024-01-31,28.0,192.0,5.376
12A,DEWB120X760-1A,2024-01-31,28.0,192.0,5.376
12A,OK340S1400-2A,2024-01-31,22.0,793.0,17.446
12A,OK340S1400-2A,2024-01-31,34.0,793.0,26.962
12A,OK340S1400-2A,2024-01-31,23.0,793.0,18.239
12A,OK340S1400-2A,2024-01-31,4.0,793.0,3.172
12A,OK340S1400-2A,2024-01-31,27.0,793.0,21.411
12A,OK340S1400-2A,2024-01-31,30.0,793.0,23.79
12A,OK340S1400-2A,2024-01-31,16.0,793.0,12.688
12A,OK120EFI1130-3K,2024-01-31,2.0,2347.0,4.694
12A,OK120EFI1130-3K,2024-01-31,3.0,2347.0,7.041
12A,DELB140X490-2LB,2024-01-31,6.0,201.0,1.206
12A,DELB140X490-2LB,2024-01-31,8.0,201.0,1.608
12A,OH8000S1845-1A,2024-01-31,56.0,1550.0,86.8
12A,OH8000S1845-1A,2024-01-31,1.0,1550.0,1.55
12A,T810-SWH1,2024-01-31,8.0,331.0,2.648
12A,OU5500S1400-1A,2024-01-31,26.0,640.0,16.64
12A,OU5500S1400-1A,2024-01-31,2.0,640.0,1.28
12A,OK340S1400-1A,2024-01-31,2.0,793.0,1.586
12A,OK340S1400-1A,2024-01-31,10.0,793.0,7.93
12A,OK340S1400-1A,2024-01-31,8.0,793.0,6.344
12A,PA9-T1,2024-01-31,6.0,215.0,1.29
12A,PA9-T1,2024-01-31,4.0,215.0,0.86
12A,T810HEP,2024-01-31,72.0,91.0,6.552
12A,T810HEP,2024-01-31,2.0,91.0,0.182
12A,T810HEP,2024-01-31,73.0,91.0,6.643
12A,P2P22XAH,2024-01-31,9.0,152.0,1.368
12A,P2P22XAH,2024-01-31,176.0,152.0,26.752
12A,P2P22XAH,2024-01-31,4.0,152.0,0.608
12A,P2P22XAH,2024-01-31,56.0,152.0,8.512
12A,P2P22XAH,2024-01-31,7.0,152.0,1.064
12A,A335TK,2024-01-31,25.0,153.0,3.825
12A,A335TK,2024-01-31,44.0,153.0,6.732
12A,A335TK,2024-01-31,15.0,153.0,2.295
12A,A335TK,2024-01-31,11.0,153.0,1.683
12A,A335TK,2024-01-31,76.0,153.0,11.628
12A,BL9800S1630-1A,2024-01-31,3.0,1228.0,3.684
12A,BL9800S1630-1A,2024-01-31,36.0,1228.0,44.208
12A,BL9800S1630-1A,2024-01-31,22.0,1228.0,27.016
12A,BL9800DT13-1,2024-01-31,3.0,6158.0,18.474
12A,BL9800DT13-1,2024-01-31,1.0,6158.0,6.158
12A,0005480XXXC001,2024-01-31,8.0,485.0,3.88
235,PCLWC-1ML,2024-01-31,12.0,65.0,0.78
235,PCLWC-1ML,2024-01-31,1.0,65.0,0.065
235,PCLWC-1ML,2024-01-31,3.0,65.0,0.195
235,PCLWC-1ML,2024-01-31,4.0,65.0,0.26
235,T810WC3,2024-01-31,32.0,12.5,0.4
235,DLLE50X330-2RB,2024-01-31,1.0,45.4,0.0454
235,DELA90X270-4L,2024-01-31,1.0,54.0,0.054
235,AE366,2024-01-31,3.0,12.1,0.0363
235,AE443,2024-01-31,42.0,13.6,0.5712
235,AE443,2024-01-31,4.0,13.6,0.0544
235,DELB100X410-3,2024-01-31,4.0,110.0,0.44
235,DELB120X350-6R,2024-01-31,3.0,101.0,0.303
235,DELB120X350-6R,2024-01-31,1.0,101.0,0.101
235,T710HEPL,2024-01-31,2.0,54.0,0.108
235,DELB120X320-2R,2024-01-31,1.0,92.0,0.092
235,U0949,2024-01-31,96.0,20.33,1.95168
235,U0949,2024-01-31,1.0,20.33,0.02033
235,BK59-5R25HDP,2024-01-31,8.0,60.0,0.48
235,T710-ES1A,2024-01-31,1.0,114.2,0.1142
235,T710-ES1A,2024-01-31,2.0,114.2,0.2284
235,AE316,2024-01-31,28.0,37.4,1.0472
235,AE316,2024-01-31,119.0,37.4,4.4506
235,AE316,2024-01-31,210.0,37.4,7.854
235,AE316,2024-01-31,102.0,37.4,3.8148
235,AE316,2024-01-31,60.0,37.4,2.244
235,AE316,2024-01-31,80.0,37.4,2.992
235,BK362WD-HD,2024-01-31,74.0,18.0,1.332
235,BK362WD-HD,2024-01-31,34.0,18.0,0.612
235,YA00034317,2024-01-31,4.0,11.0,0.044
235,T690WC1,2024-01-31,11.0,11.2,0.1232
235,T690WC1,2024-01-31,3.0,11.2,0.0336
235,T690WC1,2024-01-31,24.0,11.2,0.2688
235,T690WC1,2024-01-31,4.0,11.2,0.0448
235,T690WC1,2024-01-31,24.0,11.2,0.2688
235,AE219,2024-01-31,1.0,21.8,0.0218
235,AE193,2024-01-31,11.0,1.6,0.0176
235,T810HSAH,2024-01-31,6.0,106.0,0.636
235,T810HSAH,2024-01-31,40.0,106.0,4.24
235,PPS9BHAXHA-3,2024-01-31,7.0,142.0,0.994
235,RC226,2024-01-31,1.0,10.0,0.01
235,P2P22XA,2024-01-31,5.0,99.0,0.495
235,DLLA70X400-3LA,2024-01-31,1.0,55.0,0.055
235,AE191,2024-01-31,6.0,1.6,0.0096
235,AE191,2024-01-31,184.0,1.6,0.2944
235,YA00039331,2024-01-31,2.0,48.0,0.096
235,YA00039331,2024-01-31,3.0,48.0,0.144
235,AE653,2024-01-31,2.0,9.8,0.0196
235,2021552,2024-01-31,24.0,2.75,0.066
235,2021552,2024-01-31,2.0,2.75,0.0055
235,T810HEPL,2024-01-31,2.0,78.0,0.156
235,T510EAW,2024-01-31,4.0,24.0,0.096
235,K174-850,2024-01-31,382.0,3.7,1.4134
235,K174-850,2024-01-31,800.0,3.7,2.96
235,DELA80X320-2L,2024-01-31,3.0,39.8,0.1194
235,DELA80X320-2L,2024-01-31,5.0,39.8,0.199
235,DELB100X350-4L,2024-01-31,4.0,90.0,0.36
235,AE313E,2024-01-31,3.0,30.0,0.09
235,AE313E,2024-01-31,40.0,30.0,1.2
235,T330EPC,2024-01-31,2.0,7.0,0.014
235,DELA80X320-2R,2024-01-31,10.0,39.8,0.398
235,AE1332,2024-01-31,344.0,42.0,14.448
235,AE1332,2024-01-31,348.0,42.0,14.616
235,AE1332,2024-01-31,95.0,42.0,3.99
235,B1032,2024-01-31,6.0,16.2,0.0972
235,P2P12GP,2024-01-31,8.0,58.0,0.464
235,P2P12GP,2024-01-31,16.0,58.0,0.928
235,T710-ES5,2024-01-31,1.0,106.0,0.106
235,T810WC6H,2024-01-31,5.0,35.6,0.178
235,T810WC6H,2024-01-31,68.0,35.6,2.4208
235,DELA90X320-4R,2024-01-31,10.0,52.0,0.52
235,DEWB75X545-1A,2024-01-31,8.0,43.0,0.344
235,T710-LT4,2024-01-31,10.0,119.0,1.19
235,T710-LT4,2024-01-31,10.0,119.0,1.19
235,PCLWC-2M,2024-01-31,4.0,54.0,0.216
235,PCLWC-2M,2024-01-31,5.0,54.0,0.27
235,DELB120X320-2L,2024-01-31,2.0,94.0,0.188
235,DELB120X320-2L,2024-01-31,2.0,94.0,0.188
235,DELB90X440-6R,2024-01-31,1.0,96.0,0.096
235,U0757,2024-01-31,6.0,32.2,0.1932
235,U0757,2024-01-31,60.0,32.2,1.932
235,DLLE50X330-1A,2024-01-31,1.0,41.0,0.041
235,B633,2024-01-31,20.0,7.7,0.154
235,B633,2024-01-31,30.0,7.7,0.231
235,T610EPA,2024-01-31,5.0,25.4,0.127
235,B1138,2024-01-31,1.0,2.3,0.0023
235,RC162,2024-01-31,1.0,4.7,0.0047
235,DLLA70X320-3RA,2024-01-31,5.0,43.8,0.219
235,BK9W4551,2024-01-31,3.0,45.0,0.135
235,AE441,2024-01-31,38.0,11.2,0.4256
235,AE441,2024-01-31,2.0,11.2,0.0224
235,DEWB135-1,2024-01-31,4.0,119.0,0.476
235,DEWB135-1,2024-01-31,10.0,119.0,1.19
235,DEWB135-1,2024-01-31,4.0,119.0,0.476
235,DEWB135-1,2024-01-31,11.0,119.0,1.309
235,T710EPLA,2024-01-31,8.0,47.0,0.376
235,T710HLG,2024-01-31,33.0,63.0,2.079
235,DEWB100-1,2024-01-31,10.0,82.0,0.82
235,DEWB100-1,2024-01-31,6.0,82.0,0.492
235,T810WC4,2024-01-31,2.0,17.8,0.0356
235,AE77,2024-01-31,9.0,3.2,0.0288
235,AE77,2024-01-31,96.0,3.2,0.3072
235,AE77,2024-01-31,174.0,3.2,0.5568
235,AE649,2024-01-31,98.0,43.0,4.214
235,AE649,2024-01-31,54.0,43.0,2.322
235,AE649,2024-01-31,28.0,43.0,1.204
235,AE649,2024-01-31,108.0,43.0,4.644
235,AE649,2024-01-31,42.0,43.0,1.806
235,T710WC1,2024-01-31,2.0,12.0,0.024
235,T710WC1,2024-01-31,12.0,12.0,0.144
235,AE320M2,2024-01-31,6.0,44.2,0.2652
235,AE320M2,2024-01-31,100.0,44.2,4.42
235,AE320M2,2024-01-31,168.0,44.2,7.4256
235,AE320M2,2024-01-31,173.0,44.2,7.6466
235,AE320M2,2024-01-31,108.0,44.2,4.7736
235,AE320M2,2024-01-31,38.0,44.2,1.6796
235,AE320M2,2024-01-31,50.0,44.2,2.21
235,AE320M2,2024-01-31,39.0,44.2,1.7238
235,P2P22XAH,2024-01-31,57.0,152.0,8.664
235,P2P22XAH,2024-01-31,1.0,152.0,0.152
235,P2P22XAH,2024-01-31,27.0,152.0,4.104
235,T710WC2,2024-01-31,95.0,6.4,0.608
235,T710WC2,2024-01-31,16.0,6.4,0.1024
235,T710WC2,2024-01-31,24.0,6.4,0.1536
235,DCB,2024-01-31,1.0,4.0,0.004
235,T690-ES5,2024-01-31,4.0,87.0,0.348
235,DBB,2024-01-31,13.0,2.26,0.02938
235,DBB,2024-01-31,156.0,2.26,0.35256
235,BK6697-2,2024-01-31,10.0,22.0,0.22
235,BK6697-2,2024-01-31,1.0,22.0,0.022
235,PP9VGP,2024-01-31,9.0,36.0,0.324
235,PP9VGP,2024-01-31,1.0,36.0,0.036
235,PP9VGP,2024-01-31,4.0,36.0,0.144
235,M4119-1L,2024-01-31,2.0,33.0,0.066
235,M4119-1L,2024-01-31,2.0,33.0,0.066
235,M4119-1L,2024-01-31,14.0,33.0,0.462
235,M4119-1L,2024-01-31,1.0,33.0,0.033
235,DLLA80X320-4R,2024-01-31,7.0,63.16,0.44212
235,DLLA80X320-4R,2024-01-31,5.0,63.16,0.3158
235,T690-ES1,2024-01-31,4.0,93.0,0.372
235,T690-ES1,2024-01-31,2.0,93.0,0.186
235,BK6697-5,2024-01-31,13.0,38.0,0.494
235,BK6697-5,2024-01-31,30.0,38.0,1.14
235,BK6697-5,2024-01-31,11.0,38.0,0.418
235,BK6697-5,2024-01-31,26.0,38.0,0.988
235,DELA90X320-5,2024-01-31,2.0,70.0,0.14
235,DELA90X320-5,2024-01-31,1.0,70.0,0.07
235,DELA90X320-5,2024-01-31,6.0,70.0,0.42
235,DELB120X350-6L,2024-01-31,2.0,101.0,0.202
235,DELB120X350-6L,2024-01-31,1.0,101.0,0.101
235,DELB120X350-6L,2024-01-31,2.0,101.0,0.202
235,M4119-2,2024-01-31,8.0,19.0,0.152
235,M4119-2,2024-01-31,4.0,19.0,0.076
235,M4119-2,2024-01-31,26.0,19.0,0.494
235,M4119-2,2024-01-31,2.0,19.0,0.038
235,M4119-1R,2024-01-31,5.0,33.0,0.165
235,M4119-1R,2024-01-31,2.0,33.0,0.066
235,M4119-1R,2024-01-31,14.0,33.0,0.462
235,M4119-1R,2024-01-31,1.0,33.0,0.033
235,DELA90X320-4L,2024-01-31,2.0,52.0,0.104
235,DELA90X320-4L,2024-01-31,1.0,52.0,0.052
235,DELA90X320-4L,2024-01-31,4.0,52.0,0.208
235,BK6697-7,2024-01-31,28.0,79.0,2.212
235,BK6697-7,2024-01-31,3.0,79.0,0.237
235,BK6697-7,2024-01-31,1.0,79.0,0.079
235,BK6697-7,2024-01-31,4.0,79.0,0.316
235,P2P22GP,2024-01-31,6.0,81.0,0.486
235,PPS9BHPA-3,2024-01-31,40.0,100.0,4.0
235,PPS9BHPA-3,2024-01-31,5.0,100.0,0.5
235,PPS9BHPA-3,2024-01-31,10.0,100.0,1.0
235,PPS9BHPA-3,2024-01-31,16.0,100.0,1.6
235,PPS9BHPA-3,2024-01-31,4.0,100.0,0.4
235,T710LGA,2024-01-31,3.0,58.2,0.1746
235,T710LGA,2024-01-31,4.0,58.2,0.2328
235,DLLA80X320-4L,2024-01-31,2.0,63.16,0.12632
235,T690WC2,2024-01-31,73.0,5.5,0.4015
235,T690WC2,2024-01-31,48.0,5.5,0.264
235,PCLWC-1MR,2024-01-31,16.0,65.0,1.04
235,DLLA70X400-5,2024-01-31,1.0,58.0,0.058
235,DELA80X320-1,2024-01-31,2.0,36.4,0.0728
235,DELA80X320-1,2024-01-31,8.0,36.4,0.2912
235,DELA80X320-1,2024-01-31,2.0,36.4,0.0728
235,T810EP-1,2024-01-31,2.0,77.0,0.154
235,T810EP-1,2024-01-31,6.0,77.0,0.462
235,T810EP-1,2024-01-31,1.0,77.0,0.077
235,T810EP-1,2024-01-31,18.0,77.0,1.386
235,T810EP-1,2024-01-31,10.0,77.0,0.77
235,AE440,2024-01-31,32.0,11.6,0.3712
235,PA9WC2,2024-01-31,1.0,15.4,0.0154
235,PA9WC2,2024-01-31,2.0,15.4,0.0308
235,PA9WC2,2024-01-31,8.0,15.4,0.1232
235,PA9WC2,2024-01-31,2.0,15.4,0.0308
235,T610WC1,2024-01-31,1.0,7.8,0.0078
235,T610WC1,2024-01-31,5.0,7.8,0.039
235,T610WC1,2024-01-31,12.0,7.8,0.0936
235,T610WC1,2024-01-31,32.0,7.8,0.2496
235,PA9WC1,2024-01-31,5.0,16.5,0.0825
235,PA9WC1,2024-01-31,12.0,16.5,0.198
235,PA9WC1,2024-01-31,2.0,16.5,0.033
235,PA9WC1,2024-01-31,8.0,16.5,0.132
235,T810WC7,2024-01-31,37.0,11.8,0.4366
235,T810WC7,2024-01-31,1.0,11.8,0.0118
235,T810WC7,2024-01-31,111.0,11.8,1.3098
235,T810WC7,2024-01-31,30.0,11.8,0.354
235,T810WC7,2024-01-31,6.0,11.8,0.0708
235,T810WC7,2024-01-31,57.0,11.8,0.6726
235,T810WC7,2024-01-31,27.0,11.8,0.3186
235,T810WC7,2024-01-31,300.0,11.8,3.54
235,DELB120X440-6L,2024-01-31,4.0,100.0,0.4
235,DELB120X440-6L,2024-01-31,1.0,100.0,0.1
235,T710WC2H,2024-01-31,66.0,10.0,0.66
235,T710WC2H,2024-01-31,28.0,10.0,0.28
235,T710WC2H,2024-01-31,20.0,10.0,0.2
235,DLLA80X320-3,2024-01-31,5.0,65.14,0.3257
235,DLLB100X410-10L,2024-01-31,4.0,112.0,0.448
235,P2P22PT,2024-01-31,22.0,91.0,2.002
235,P2P22PT,2024-01-31,2.0,91.0,0.182
235,P2P22PT,2024-01-31,10.0,91.0,0.91
235,T710EPA,2024-01-31,39.0,49.6,1.9344
235,T710EPA,2024-01-31,13.0,49.6,0.6448
235,T710EPA,2024-01-31,47.0,49.6,2.3312
235,T710EPA,2024-01-31,10.0,49.6,0.496
235,T710EPA,2024-01-31,5.0,49.6,0.248
235,T690HEP,2024-01-31,2.0,45.0,0.09
235,T690HEP,2024-01-31,5.0,45.0,0.225
235,T810SA,2024-01-31,6.0,83.0,0.498
