WarehouseCode,TradingName,ProductKey,DateValue,WIPQty,DressMass,WIPMass,TapDate,PeriodStart
235,Wodonga,PCLWC-3M,2024-05-31,4.0,42.0,0.168,,
235,Wodonga,PCLWC-3M,2024-05-31,8.0,42.0,0.336,,
235,Wodonga,PCLWC-3M,2024-05-31,8.0,42.0,0.336,,
235,Wodonga,PCLWC-3M,2024-05-31,4.0,42.0,0.168,,
235,Wodonga,T710HEP,2024-05-31,1.0,54.0,0.054,,
235,Wodonga,T710HEP,2024-05-31,33.0,54.0,1.782,,
235,Wodonga,T610LAL,2024-05-31,16.0,40.0,0.64,,
235,Wodonga,P2P12PT,2024-05-31,22.0,56.4,1.2408,,
235,Wodonga,P2P12PT,2024-05-31,5.0,56.4,0.282,,
235,Wodonga,DEWA135-1,2024-05-31,3.0,101.0,0.303,,
235,Wodonga,T810WC2,2024-05-31,1.0,19.0,0.019,,
235,Wodonga,T810WC2,2024-05-31,30.0,19.0,0.57,,
235,Wodonga,DELB100X410-4R,2024-05-31,4.0,104.0,0.416,,
235,Wodonga,DELB100X410-4R,2024-05-31,2.0,104.0,0.208,,
235,Wodonga,DELB100X410-4R,2024-05-31,5.0,104.0,0.52,,
235,Wodonga,DELB100X410-4R,2024-05-31,6.0,104.0,0.624,,
235,Wodonga,T710-ET1A,2024-05-31,4.0,120.4,0.4816,,
235,Wodonga,T710-ET1A,2024-05-31,2.0,120.4,0.2408,,
235,Wodonga,T710-ET1A,2024-05-31,6.0,120.4,0.7224,,
235,Wodonga,DELA90X320-6L,2024-05-31,4.0,67.0,0.268,,
235,Wodonga,DELA90X320-6L,2024-05-31,13.0,67.0,0.871,,
235,Wodonga,T690-ES4,2024-05-31,2.0,92.0,0.184,,
235,Wodonga,T690EP,2024-05-31,8.0,38.8,0.3104,,
235,Wodonga,T690EP,2024-05-31,27.0,38.8,1.0476,,
235,Wodonga,T690EP,2024-05-31,20.0,38.8,0.776,,
235,Wodonga,T690EP,2024-05-31,8.0,38.8,0.3104,,
235,Wodonga,T690EP,2024-05-31,10.0,38.8,0.388,,
235,Wodonga,T690EP,2024-05-31,54.0,38.8,2.0952,,
235,Wodonga,T690EP,2024-05-31,2.0,38.8,0.0776,,
235,Wodonga,PPS9BHAXLA,2024-05-31,1.0,124.0,0.124,,
235,Wodonga,T710-ES4,2024-05-31,5.0,106.0,0.53,,
235,Wodonga,T710-ES4,2024-05-31,2.0,106.0,0.212,,
235,Wodonga,DAB,2024-05-31,7.0,0.91,0.00637,,
235,Wodonga,DAB,2024-05-31,2.0,0.91,0.00182,,
235,Wodonga,DAB,2024-05-31,31.0,0.91,0.02821,,
235,Wodonga,DELB100X410-4L,2024-05-31,14.0,110.0,1.54,,
235,Wodonga,DELB100X410-4L,2024-05-31,2.0,110.0,0.22,,
235,Wodonga,DELB100X410-4L,2024-05-31,18.0,110.0,1.98,,
235,Wodonga,DELB100X410-4L,2024-05-31,3.0,110.0,0.33,,
235,Wodonga,DELB100X410-4L,2024-05-31,4.0,110.0,0.44,,
235,Wodonga,DELA90X320-6R,2024-05-31,6.0,67.0,0.402,,
235,Wodonga,DELA90X320-6R,2024-05-31,17.0,67.0,1.139,,
235,Wodonga,DELB120X440-6R,2024-05-31,1.0,96.0,0.096,,
235,Wodonga,DELB120X440-6R,2024-05-31,4.0,96.0,0.384,,
235,Wodonga,T690HEPC,2024-05-31,24.0,42.4,1.0176,,
235,Wodonga,T690HEPC,2024-05-31,75.0,42.4,3.18,,
235,Wodonga,T810HEP,2024-05-31,16.0,91.0,1.456,,
235,Wodonga,T810HEP,2024-05-31,12.0,91.0,1.092,,
235,Wodonga,T710LGHA,2024-05-31,4.0,89.4,0.3576,,
I92,Coimbatore,BK51692C,2024-05-31,24.0,1351.0,32.424,,
I92,Coimbatore,BK51692C,2024-05-31,28.0,1351.0,37.828,,
I92,Coimbatore,BK51692C,2024-05-31,1.0,1351.0,1.351,,
I92,Coimbatore,1990-402-01C,2024-05-31,1.0,2016.0,2.016,,
I92,Coimbatore,BK51692B,2024-05-31,16.0,1352.0,21.632,,
I92,Coimbatore,BK51692B,2024-05-31,9.0,1352.0,12.168,,
I92,Coimbatore,BK55677A,2024-05-31,1.0,3165.0,3.165,,
I92,Coimbatore,BK56155A,2024-05-31,4.0,2224.0,8.896,,
I92,Coimbatore,BK56155A,2024-05-31,2.0,2224.0,4.448,,
I92,Coimbatore,BK56155A,2024-05-31,3.0,2224.0,6.672,,
I92,Coimbatore,BK57473B,2024-05-31,1.0,2910.0,2.91,,
I92,Coimbatore,BK55683A,2024-05-31,4.0,985.0,3.94,,
I92,Coimbatore,BK57472A,2024-05-31,1.0,3182.0,3.182,,
I92,Coimbatore,BK58410A,2024-05-31,1.0,3279.0,3.279,,
I92,Coimbatore,BK51692A,2024-05-31,24.0,1351.0,32.424,,
I92,Coimbatore,BK51692A,2024-05-31,22.0,1351.0,29.722,,
I92,Coimbatore,BK51692A,2024-05-31,3.0,1351.0,4.053,,
I92,Coimbatore,BK51692A,2024-05-31,15.0,1351.0,20.265,,
I92,Coimbatore,BK57435A,2024-05-31,2.0,3670.0,7.34,,
I92,Coimbatore,BK57594D,2024-05-31,1.0,1793.0,1.793,,
I92,Coimbatore,BK53694A,2024-05-31,9.0,1023.0,9.207,,
I92,Coimbatore,BK53694A,2024-05-31,8.0,1023.0,8.184,,
I92,Coimbatore,BK53694A,2024-05-31,2.0,1023.0,2.046,,
I92,Coimbatore,BK57566B,2024-05-31,4.0,4245.0,16.98,,
I92,Coimbatore,BK57566B,2024-05-31,4.0,4245.0,16.98,,
I92,Coimbatore,BK57566B,2024-05-31,2.0,4245.0,8.49,,
I92,Coimbatore,BK54149A,2024-05-31,2.0,1214.0,2.428,,
I92,Coimbatore,BK54558A,2024-05-31,2.0,2471.0,4.942,,
I92,Coimbatore,BK57476B,2024-05-31,1.0,2237.0,2.237,,
I92,Coimbatore,BK57476B,2024-05-31,3.0,2237.0,6.711,,
I92,Coimbatore,BK57475B,2024-05-31,1.0,2245.0,2.245,,
I92,Coimbatore,BK57475B,2024-05-31,1.0,2245.0,2.245,,
I92,Coimbatore,BK55685A,2024-05-31,9.0,2525.0,22.725,,
I92,Coimbatore,BK55685A,2024-05-31,2.0,2525.0,5.05,,
I92,Coimbatore,BK55685A,2024-05-31,1.0,2525.0,2.525,,
I92,Coimbatore,BK55685A,2024-05-31,8.0,2525.0,20.2,,
I92,Coimbatore,BK55685A,2024-05-31,1.0,2525.0,2.525,,
I92,Coimbatore,BK55687A,2024-05-31,5.0,2539.0,12.695,,
I92,Coimbatore,BK55687A,2024-05-31,8.0,2539.0,20.312,,
I92,Coimbatore,BK55686A,2024-05-31,29.0,2508.0,72.732,,
I92,Coimbatore,BK55686A,2024-05-31,25.0,2508.0,62.7,,
I92,Coimbatore,BK55686A,2024-05-31,4.0,2508.0,10.032,,
I92,Coimbatore,BK55686A,2024-05-31,37.0,2508.0,92.796,,
I92,Coimbatore,BK55686A,2024-05-31,3.0,2508.0,7.524,,
I92,Coimbatore,BK55686A,2024-05-31,6.0,2508.0,15.048,,
I92,Coimbatore,BK56935A,2024-05-31,1.0,3178.0,3.178,,
I92,Coimbatore,BK57991A,2024-05-31,3.0,3540.0,10.62,,
I92,Coimbatore,BK57991A,2024-05-31,4.0,3540.0,14.16,,
I92,Coimbatore,BK57991A,2024-05-31,8.0,3540.0,28.32,,
I92,Coimbatore,BK57991A,2024-05-31,6.0,3540.0,21.24,,
I92,Coimbatore,BK57991A,2024-05-31,2.0,3540.0,7.08,,
I92,Coimbatore,BK57991A,2024-05-31,6.0,3540.0,21.24,,
I92,Coimbatore,BK57598A,2024-05-31,2.0,7116.0,14.232,,
I92,Coimbatore,BK57598A,2024-05-31,2.0,7116.0,14.232,,
I92,Coimbatore,BK57598A,2024-05-31,2.0,7116.0,14.232,,
I92,Coimbatore,BK57550B,2024-05-31,7.0,3413.0,23.891,,
I92,Coimbatore,BK57550B,2024-05-31,9.0,3413.0,30.717,,
I92,Coimbatore,BK57550B,2024-05-31,14.0,3413.0,47.782,,
I92,Coimbatore,BK57554A,2024-05-31,4.0,5916.0,23.664,,
I92,Coimbatore,BK57554A,2024-05-31,4.0,5916.0,23.664,,
I92,Coimbatore,BK57594C,2024-05-31,1.0,2167.0,2.167,,
I92,Coimbatore,BK57550A,2024-05-31,30.0,3476.0,104.28,,
I92,Coimbatore,BK57594B,2024-05-31,12.0,3592.0,43.104,,
I92,Coimbatore,BK57594B,2024-05-31,3.0,3592.0,10.776,,
I92,Coimbatore,BK57594B,2024-05-31,5.0,3592.0,17.96,,
I92,Coimbatore,BK57594B,2024-05-31,4.0,3592.0,14.368,,
I92,Coimbatore,BK57594B,2024-05-31,1.0,3592.0,3.592,,
I92,Coimbatore,BK57594B,2024-05-31,8.0,3592.0,28.736,,
I92,Coimbatore,BK57594B,2024-05-31,1.0,3592.0,3.592,,
I92,Coimbatore,BK57597B,2024-05-31,7.0,5530.0,38.71,,
I92,Coimbatore,BK57597B,2024-05-31,1.0,5530.0,5.53,,
I92,Coimbatore,BK57597B,2024-05-31,3.0,5530.0,16.59,,
I92,Coimbatore,BK57597B,2024-05-31,1.0,5530.0,5.53,,
I92,Coimbatore,BK56154A,2024-05-31,9.0,2845.0,25.605,,
I92,Coimbatore,BK56154A,2024-05-31,6.0,2845.0,17.07,,
I92,Coimbatore,BK56154A,2024-05-31,6.0,2845.0,17.07,,
I92,Coimbatore,BK56154A,2024-05-31,7.0,2845.0,19.915,,
I92,Coimbatore,BK56154A,2024-05-31,4.0,2845.0,11.38,,
I92,Coimbatore,BK53975A,2024-05-31,1.0,1602.0,1.602,,
I92,Coimbatore,BK53975A,2024-05-31,4.0,1602.0,6.408,,
I92,Coimbatore,BK57553B,2024-05-31,3.0,4254.0,12.762,,
I92,Coimbatore,BK57553B,2024-05-31,7.0,4254.0,29.778,,
I92,Coimbatore,BK57906A,2024-05-31,1.0,3265.0,3.265,,
I92,Coimbatore,10E10-BALL,2024-05-31,3.0,1450.0,4.35,,
I92,Coimbatore,10E10-BALL,2024-05-31,2.0,1450.0,2.9,,
I92,Coimbatore,10E10-BALL,2024-05-31,8.0,1450.0,11.6,,
I92,Coimbatore,10E10-BALL,2024-05-31,10.0,1450.0,14.5,,
I92,Coimbatore,10E10-BALL,2024-05-31,1.0,1450.0,1.45,,
I92,Coimbatore,10E10-BALL,2024-05-31,8.0,1450.0,11.6,,
I92,Coimbatore,10E10-BALL,2024-05-31,1.0,1450.0,1.45,,
I92,Coimbatore,BK57594A,2024-05-31,33.0,4391.0,144.903,,
I92,Coimbatore,BK57594A,2024-05-31,1.0,4391.0,4.391,,
I92,Coimbatore,BK57548A,2024-05-31,3.0,4249.0,12.747,,
I92,Coimbatore,BK57548A,2024-05-31,2.0,4249.0,8.498,,
I92,Coimbatore,BK57548A,2024-05-31,8.0,4249.0,33.992,,
I92,Coimbatore,BK57548A,2024-05-31,2.0,4249.0,8.498,,
I92,Coimbatore,BK57592A,2024-05-31,5.0,6110.0,30.55,,
I92,Coimbatore,BK57592A,2024-05-31,20.0,6110.0,122.2,,
I92,Coimbatore,BK56109A,2024-05-31,1.0,2642.0,2.642,,
I92,Coimbatore,BK58660B,2024-05-31,1.0,3238.0,3.238,,
I92,Coimbatore,BK58660B,2024-05-31,3.0,3238.0,9.714,,
I92,Coimbatore,BK58660C,2024-05-31,3.0,3491.0,10.473,,
I92,Coimbatore,BK58660C,2024-05-31,2.0,3491.0,6.982,,
I92,Coimbatore,BK58660C,2024-05-31,1.0,3491.0,3.491,,
I92,Coimbatore,BK58660A,2024-05-31,1.0,3718.0,3.718,,
I92,Coimbatore,BK58660A,2024-05-31,2.0,3718.0,7.436,,
I92,Coimbatore,BK58660D,2024-05-31,2.0,2774.0,5.548,,
I92,Coimbatore,BK58660D,2024-05-31,1.0,2774.0,2.774,,
I92,Coimbatore,BK58660D,2024-05-31,1.0,2774.0,2.774,,
I92,Coimbatore,BK58662,2024-05-31,34.0,1591.0,54.094,,
I92,Coimbatore,1980-306-01B,2024-05-31,14.0,4854.0,67.956,,
I92,Coimbatore,1980-306-01B,2024-05-31,14.0,4854.0,67.956,,
I92,Coimbatore,1980-306-01B,2024-05-31,8.0,4854.0,38.832,,
I92,Coimbatore,1980-106-01B,2024-05-31,11.0,5162.0,56.782,,
I92,Coimbatore,BK57293A,2024-05-31,20.0,1080.0,21.6,,
I92,Coimbatore,BK001261A,2024-05-31,2.0,1601.0,3.202,,
I92,Coimbatore,BK001324A,2024-05-31,2.0,1784.0,3.568,,
I92,Coimbatore,BK001322A,2024-05-31,2.0,1710.0,3.42,,
I92,Coimbatore,1980-307-01A,2024-05-31,1.0,4527.0,4.527,,
I92,Coimbatore,BK62125A,2024-05-31,5.0,1995.0,9.975,,
I92,Coimbatore,BK62122A,2024-05-31,4.0,1898.0,7.592,,
I92,Coimbatore,BK62124A,2024-05-31,3.0,2009.0,6.027,,
I92,Coimbatore,BK62124A,2024-05-31,2.0,2009.0,4.018,,
I92,Coimbatore,BK62124A,2024-05-31,3.0,2009.0,6.027,,
I92,Coimbatore,BK62124A,2024-05-31,2.0,2009.0,4.018,,
I92,Coimbatore,BK62119A,2024-05-31,20.0,1942.0,38.84,,
I92,Coimbatore,BK62119A,2024-05-31,12.0,1942.0,23.304,,
I92,Coimbatore,BK62121C,2024-05-31,4.0,1887.0,7.548,,
I92,Coimbatore,BK62121C,2024-05-31,2.0,1887.0,3.774,,
I92,Coimbatore,2043-102-01C,2024-05-31,2.0,1936.0,3.872,,
I92,Coimbatore,2043-102-01C,2024-05-31,1.0,1936.0,1.936,,
M61,Merlimau,BK51984A,2024-05-31,3.0,721.0,2.163,,
M61,Merlimau,BK51984A,2024-05-31,6.0,721.0,4.326,,
M61,Merlimau,BK56989A,2024-05-31,1.0,2641.0,2.641,,
M61,Merlimau,BK57213A,2024-05-31,4.0,1971.0,7.884,,
M61,Merlimau,BK57213A,2024-05-31,4.0,1971.0,7.884,,
M61,Merlimau,BK57213A,2024-05-31,1.0,1971.0,1.971,,
M61,Merlimau,BK56216A,2024-05-31,1.0,731.0,0.731,,
M61,Merlimau,BK51262A,2024-05-31,2.0,360.0,0.72,,
M61,Merlimau,BK54327A,2024-05-31,3.0,1228.0,3.684,,
M61,Merlimau,BK54327B,2024-05-31,5.0,1241.0,6.205,,
M61,Merlimau,BK54327B,2024-05-31,1.0,1241.0,1.241,,
M61,Merlimau,BK54328A,2024-05-31,16.0,1261.0,20.176,,
M61,Merlimau,BK55712A,2024-05-31,1.0,213.0,0.213,,
M61,Merlimau,BK55712A,2024-05-31,1.0,213.0,0.213,,
M61,Merlimau,BK51261A,2024-05-31,2.0,357.0,0.714,,
M61,Merlimau,BK51261A,2024-05-31,1.0,357.0,0.357,,
M61,Merlimau,BK53526B,2024-05-31,2.0,142.1,0.2842,,
M61,Merlimau,BK54955A,2024-05-31,2.0,642.0,1.284,,
M61,Merlimau,BK57247A,2024-05-31,5.0,2294.0,11.47,,
M61,Merlimau,BK57247A,2024-05-31,4.0,2294.0,9.176,,
M61,Merlimau,BK50799A,2024-05-31,14.0,431.0,6.034,,
M61,Merlimau,BK52184A,2024-05-31,2.0,481.0,0.962,,
M61,Merlimau,BK53529A,2024-05-31,6.0,995.0,5.97,,
M61,Merlimau,BK53529A,2024-05-31,2.0,995.0,1.99,,
M61,Merlimau,BK57211A,2024-05-31,1.0,2120.0,2.12,,
M61,Merlimau,BK53526C,2024-05-31,10.0,69.0,0.69,,
M61,Merlimau,BK53526C,2024-05-31,31.0,69.0,2.139,,
M61,Merlimau,BK54328B,2024-05-31,12.0,1275.0,15.3,,
M61,Merlimau,BK56215A,2024-05-31,1.0,673.1,0.6731,,
M61,Merlimau,BK53602A,2024-05-31,1.0,1401.0,1.401,,
M61,Merlimau,BK53602A,2024-05-31,5.0,1401.0,7.005,,
M61,Merlimau,BK53601A,2024-05-31,6.0,841.0,5.046,,
M61,Merlimau,BK53601A,2024-05-31,5.0,841.0,4.205,,
M61,Merlimau,BK53601A,2024-05-31,4.0,841.0,3.364,,
M61,Merlimau,BK55720A,2024-05-31,1.0,102.0,0.102,,
M61,Merlimau,BK55720A,2024-05-31,1.0,102.0,0.102,,
M61,Merlimau,BK50099,2024-05-31,2.0,1467.1,2.9342,,
M61,Merlimau,H03117,2024-05-31,1.0,175.0,0.175,,
M61,Merlimau,H03502,2024-05-31,1.0,415.0,0.415,,
M61,Merlimau,H03120,2024-05-31,1.0,415.0,0.415,,
M61,Merlimau,BK58328C,2024-05-31,22.0,1337.0,29.414,,
M61,Merlimau,BK58328C,2024-05-31,1.0,1337.0,1.337,,
M61,Merlimau,BK58328C,2024-05-31,16.0,1337.0,21.392,,
M61,Merlimau,1656-0-02,2024-05-31,10.0,154.0,1.54,,
M61,Merlimau,1656-1-01,2024-05-31,2.0,341.0,0.682,,
M61,Merlimau,1656-1-01,2024-05-31,2.0,341.0,0.682,,
M61,Merlimau,1656-1-01,2024-05-31,5.0,341.0,1.705,,
M61,Merlimau,BK54946A,2024-05-31,6.0,474.0,2.844,,
M61,Merlimau,1656-0-01,2024-05-31,1.0,206.0,0.206,,
M61,Merlimau,1656-0-01,2024-05-31,2.0,206.0,0.412,,
M61,Merlimau,1656-0-01,2024-05-31,9.0,206.0,1.854,,
M61,Merlimau,1656-1-02,2024-05-31,8.0,227.0,1.816,,
M61,Merlimau,1656-1-02,2024-05-31,2.0,227.0,0.454,,
M61,Merlimau,BK54624A,2024-05-31,1.0,1466.0,1.466,,
M61,Merlimau,BK54624A,2024-05-31,1.0,1466.0,1.466,,
M61,Merlimau,BK54625A,2024-05-31,1.0,1403.0,1.403,,
M61,Merlimau,BK53578B,2024-05-31,2.0,563.0,1.126,,
M61,Merlimau,BK53578B,2024-05-31,4.0,563.0,2.252,,
M61,Merlimau,BK53582A,2024-05-31,2.0,998.0,1.996,,
M61,Merlimau,BK53582A,2024-05-31,4.0,998.0,3.992,,
M61,Merlimau,BK58947A,2024-05-31,4.0,456.0,1.824,,
M61,Merlimau,BK001487A,2024-05-31,1.0,889.0,0.889,,
H53,Mt Joli,1711-05-01D,2024-05-31,1.0,133.81,0.13381,,
H53,Mt Joli,1711-05-01D,2024-05-31,3.0,133.81,0.40143,,
H53,Mt Joli,1914-100-01G,2024-05-31,2.0,769.29,1.53858,,
H53,Mt Joli,1880-200-02C,2024-05-31,9.0,320.24,2.88216,,
H53,Mt Joli,1880-200-02C,2024-05-31,63.0,320.24,20.17512,,
H53,Mt Joli,1837-204-01A,2024-05-31,1.0,893.58,0.89358,,
H53,Mt Joli,N7535-2,2024-05-31,4.0,239.95,0.9598,,
H53,Mt Joli,N7535-2,2024-05-31,20.0,239.95,4.799,,
H53,Mt Joli,1837-206-01A,2024-05-31,2.0,831.43,1.66286,,
H53,Mt Joli,7498-4,2024-05-31,34.0,563.82,19.16988,,
H53,Mt Joli,7498-4,2024-05-31,3.0,563.82,1.69146,,
H53,Mt Joli,7498-4,2024-05-31,2.0,563.82,1.12764,,
H53,Mt Joli,1664-202-01A,2024-05-31,12.0,244.94,2.93928,,
H53,Mt Joli,1880-200-03C,2024-05-31,13.0,440.89,5.73157,,
H53,Mt Joli,1880-200-03C,2024-05-31,14.0,440.89,6.17246,,
H53,Mt Joli,1664-07-01E,2024-05-31,3.0,801.95,2.40585,,
H53,Mt Joli,1880-102-01A,2024-05-31,12.0,383.29,4.59948,,
H53,Mt Joli,1880-102-01A,2024-05-31,28.0,383.29,10.73212,,
H53,Mt Joli,1944-206-03B,2024-05-31,4.0,816.47,3.26588,,
H53,Mt Joli,1631-101-01D,2024-05-31,1.0,1458.3,1.4583,,
H53,Mt Joli,1631-101-01D,2024-05-31,1.0,1458.3,1.4583,,
H53,Mt Joli,1631-101-01D,2024-05-31,1.0,1458.3,1.4583,,
H53,Mt Joli,1631-101-01D,2024-05-31,7.0,1458.3,10.2081,,
H53,Mt Joli,1837-205-01A,2024-05-31,1.0,827.81,0.82781,,
H53,Mt Joli,1664-104-01A,2024-05-31,17.0,623.24,10.59508,,
H53,Mt Joli,1664-104-01A,2024-05-31,1.0,623.24,0.62324,,
H53,Mt Joli,1671-00-03H,2024-05-31,2.0,366.5,0.733,,
H53,Mt Joli,1671-00-03H,2024-05-31,10.0,366.5,3.665,,
H53,Mt Joli,1990-208-01B,2024-05-31,12.0,2932.93,35.19516,,
H53,Mt Joli,1990-208-01B,2024-05-31,2.0,2932.93,5.86586,,
H53,Mt Joli,1880-200-01C,2024-05-31,13.0,505.76,6.57488,,
H53,Mt Joli,1880-200-01C,2024-05-31,14.0,505.76,7.08064,,
H53,Mt Joli,1914-200-03D,2024-05-31,2.0,879.06,1.75812,,
H53,Mt Joli,1880-101-01A,2024-05-31,2.0,195.95,0.3919,,
H53,Mt Joli,1880-101-01A,2024-05-31,18.0,195.95,3.5271,,
H53,Mt Joli,2053-200-01A,2024-05-31,1.0,761.13,0.76113,,
H53,Mt Joli,1671-00-01H,2024-05-31,3.0,614.62,1.84386,,
H53,Mt Joli,1671-00-01H,2024-05-31,2.0,614.62,1.22924,,
H53,Mt Joli,1671-00-01H,2024-05-31,1.0,614.62,0.61462,,
H53,Mt Joli,1671-00-02H,2024-05-31,4.0,296.2,1.1848,,
H53,Mt Joli,N7536-2,2024-05-31,8.0,341.55,2.7324,,
H53,Mt Joli,N7536-2,2024-05-31,16.0,341.55,5.4648,,
H53,Mt Joli,2037-301-01A,2024-05-31,8.0,1471.0,11.768,,
H53,Mt Joli,2037-301-01A,2024-05-31,1.0,1471.0,1.471,,
H53,Mt Joli,1651-0-01D,2024-05-31,1.0,272.16,0.27216,,
H53,Mt Joli,1990-208-02B,2024-05-31,12.0,2846.29,34.15548,,
H53,Mt Joli,1990-208-02B,2024-05-31,2.0,2846.29,5.69258,,
H53,Mt Joli,2053-301-01A,2024-05-31,1.0,863.19,0.86319,,
H53,Mt Joli,2034-202-02A,2024-05-31,2.0,1788.97,3.57794,,
H53,Mt Joli,1664-04-01F,2024-05-31,1.0,472.19,0.47219,,
H53,Mt Joli,1837-203-01A,2024-05-31,1.0,908.09,0.90809,,
H53,Mt Joli,1711-02-02G,2024-05-31,2.0,195.04,0.39008,,
H53,Mt Joli,N7534-2,2024-05-31,3.0,360.61,1.08183,,
H53,Mt Joli,N7534-2,2024-05-31,1.0,360.61,0.36061,,
H53,Mt Joli,N7534-2,2024-05-31,22.0,360.61,7.93342,,
H53,Mt Joli,1671-00-04H,2024-05-31,1.0,366.05,0.36605,,
H53,Mt Joli,1671-00-04H,2024-05-31,3.0,366.05,1.09815,,
H53,Mt Joli,2045-105-01A,2024-05-31,2.0,1152.12,2.30424,,
H53,Mt Joli,BK56827A,2024-05-31,1.0,743.44,0.74344,,
H53,Mt Joli,BK56784A R1,2024-05-31,6.0,1449.23,8.69538,,
H53,Mt Joli,BK56784A R1,2024-05-31,2.0,1449.23,2.89846,,
H53,Mt Joli,BK56787A R1,2024-05-31,1.0,2687.08,2.68708,,
H53,Mt Joli,BK56787A R1,2024-05-31,1.0,2687.08,2.68708,,
H53,Mt Joli,2031-301-01A,2024-05-31,4.0,850.49,3.40196,,
H53,Mt Joli,2031-301-01A,2024-05-31,10.0,850.49,8.5049,,
H53,Mt Joli,2031-301-01A,2024-05-31,5.0,850.49,4.25245,,
H53,Mt Joli,2037-300-01B,2024-05-31,14.0,1788.06,25.03284,,
H53,Mt Joli,N7603-16,2024-05-31,8.0,488.07,3.90456,,
H53,Mt Joli,N7603-16,2024-05-31,12.0,488.07,5.85684,,
H53,Mt Joli,1511-200-02B,2024-05-31,22.0,1693.26,37.25172,,
H53,Mt Joli,1511-200-02B,2024-05-31,12.0,1693.26,20.31912,,
H53,Mt Joli,N7486-11,2024-05-31,2.0,263.54,0.52708,,
H53,Mt Joli,N7486-11,2024-05-31,35.0,263.54,9.2239,,
H53,Mt Joli,N7486-11,2024-05-31,1.0,263.54,0.26354,,
H53,Mt Joli,1511-200-01B,2024-05-31,1.0,1557.64,1.55764,,
H53,Mt Joli,1511-200-01B,2024-05-31,22.0,1557.64,34.26808,,
H53,Mt Joli,1511-200-01B,2024-05-31,4.0,1557.64,6.23056,,
H53,Mt Joli,N7485-10,2024-05-31,2.0,385.55,0.7711,,
H53,Mt Joli,N7485-10,2024-05-31,23.0,385.55,8.86765,,
H53,Mt Joli,BK56826A,2024-05-31,12.0,362.87,4.35444,,
H53,Mt Joli,1664-101-01A,2024-05-31,16.0,1085.45,17.3672,,
H53,Mt Joli,1664-101-01A,2024-05-31,7.0,1085.45,7.59815,,
H53,Mt Joli,2050-102-01C,2024-05-31,4.0,1528.15,6.1126,,
H53,Mt Joli,2042-203-01A,2024-05-31,1.0,2899.82,2.89982,,
H53,Mt Joli,2042-203-03A,2024-05-31,2.0,2611.78,5.22356,,
H53,Mt Joli,2042-203-04A,2024-05-31,1.0,2569.15,2.56915,,
H53,Mt Joli,1671-02-03M,2024-05-31,8.0,668.14,5.34512,,
H53,Mt Joli,1671-02-03M,2024-05-31,1.0,668.14,0.66814,,
H53,Mt Joli,2031-305-01B,2024-05-31,1.0,479.45,0.47945,,
H53,Mt Joli,2031-305-01B,2024-05-31,26.0,479.45,12.4657,,
H53,Mt Joli,2031-305-01B,2024-05-31,5.0,479.45,2.39725,,
H53,Mt Joli,1671-02-02M,2024-05-31,24.0,639.57,15.34968,,
H53,Mt Joli,1671-02-02M,2024-05-31,35.0,639.57,22.38495,,
H53,Mt Joli,1671-02-02M,2024-05-31,2.0,639.57,1.27914,,
H53,Mt Joli,1671-02-01M,2024-05-31,16.0,475.36,7.60576,,
H53,Mt Joli,1671-02-01M,2024-05-31,30.0,475.36,14.2608,,
H53,Mt Joli,1671-02-01M,2024-05-31,9.0,475.36,4.27824,,
H53,Mt Joli,1671-02-01M,2024-05-31,2.0,475.36,0.95072,,
H53,Mt Joli,2031-101-01C,2024-05-31,32.0,456.77,14.61664,,
H53,Mt Joli,2031-101-01C,2024-05-31,47.0,456.77,21.46819,,
H53,Mt Joli,2031-101-01C,2024-05-31,45.0,456.77,20.55465,,
H53,Mt Joli,2031-101-01C,2024-05-31,2.0,456.77,0.91354,,
H53,Mt Joli,2031-104-01B,2024-05-31,14.0,719.85,10.0779,,
H53,Mt Joli,2031-105-01B,2024-05-31,6.0,705.34,4.23204,,
H53,Mt Joli,2031-105-01B,2024-05-31,6.0,705.34,4.23204,,
H53,Mt Joli,2031-106-01C,2024-05-31,20.0,317.51,6.3502,,
H53,Mt Joli,2031-106-01C,2024-05-31,79.0,317.51,25.08329,,
H53,Mt Joli,2031-106-01C,2024-05-31,14.0,317.51,4.44514,,
H53,Mt Joli,2031-106-01C,2024-05-31,1.0,317.51,0.31751,,
H53,Mt Joli,1837-304-01A,2024-05-31,1.0,931.22,0.93122,,
H53,Mt Joli,2043-200-04C,2024-05-31,21.0,1888.3,39.6543,,
H53,Mt Joli,2043-200-04C,2024-05-31,18.0,1888.3,33.9894,,
H53,Mt Joli,2043-200-04C,2024-05-31,3.0,1888.3,5.6649,,
H53,Mt Joli,2043-200-04C,2024-05-31,1.0,1888.3,1.8883,,
H53,Mt Joli,2043-200-01C,2024-05-31,1.0,1688.72,1.68872,,
H53,Mt Joli,2043-200-01C,2024-05-31,12.0,1688.72,20.26464,,
H53,Mt Joli,2043-200-01C,2024-05-31,2.0,1688.72,3.37744,,
H53,Mt Joli,2043-200-02C,2024-05-31,34.0,1673.76,56.90784,,
H53,Mt Joli,2043-200-02C,2024-05-31,7.0,1673.76,11.71632,,
H53,Mt Joli,2043-200-02C,2024-05-31,3.0,1673.76,5.02128,,
H53,Mt Joli,2043-200-03C,2024-05-31,5.0,1876.96,9.3848,,
H53,Mt Joli,2043-200-03C,2024-05-31,12.0,1876.96,22.52352,,
